barcode,name,initial_price,price
8801046992715,"PARFUM SHANPUN",58000,63000
079400669148,"DEGARE STIK",39000,55000
3600522634133,"LARIYAL DEZADIRANT",55000,60000
3600521848920,"LARIYAL DEZADIRANT",50000,60000
3600523581818,"LORIYAL DEZEDRANT",55000,60000
3600522107460,"LORIYAL DEZEDRANT",50000,60000
4005900485267,"NEVEYA DEZ 200ML",35000,40000
4005808727186,"NEVEYA DEZ 200ML DRY",35000,40000
4005900668974,"NEVEYA DEZ  150ML",30000,32000
4005900669032,"NEVEYA DEZ  150ML",29000,30000
4006000032399,"NEVEYA DEZ  150ML",29000,30000
4006000089980,"NEVEYA  DEZ",31000,32000
4005808302628,"NEVEYA  DEZ",29000,30000
8934901710695,ZVEZDUCHKA,10000,12000
6291069210101,"ERON VZELIN ARGINAL",20000,25000
4703721090317,"FITO SIVICHA",32000,38000
4703721090324,"FITO SIVICHA",32000,38000
4600104037450,"DIYONIKA MURSKOY",20500,25000
4600104031083,"DIYONIKA MURSKOY",20500,25000
4600104035418,"DIYONIKA MURSKOY",20500,25000
8692708912024,DOSLUNAS,20000,30000
8692708912017,DOSLUNAS,20000,30000
6970933582031,"lidora intim sivicha",25000,40000
6291108952795,"suevace dezodirant",20000,35000
6297000196862,"may vay dez",20000,35000
85945944,dermacol,110000,128000
8809409342566,"melanonnx dog krem",105000,130000
8903228312394,baksonis,40000,55000
4780129380196,"intim sovun",25000,40000
4600905000592,sanoks,23000,25000
4607971451716,"eko synergetik",36000,45000
3600541729506,"garner suv",22500,28000
6971764155760,"doktir rashel shanpun",47100,60000
8904023007065,"tiruchupt xna 100g",12000,16000
8904023014513,"tiruchupt  shanpun 400",40000,44000
8904023008963,"tiruchupt  shanpun 400",40000,44000
8904023009632,"tiruchupt  shanpun 400",40000,44000
6295253018924,"lamsa ",48000,60000
6295253079123,bushra,48000,60000
3600542471060,"garner dez",42000,48000
5060068526329,"boro + tovon krem",17000,23000
6942349718229,"maska 3",5000,10000
6942349718212,"maska 3",5000,10000
6942349718236,"maska 3",5000,10000
6942349718205,"maska 3",5000,10000
6936805452161,"zubachiska 1000",13800,18000
4780028220289,"extra balzam",12000,20000
3600542568180,"garnern 1kg ",68000,84000
8697428817406,"xemani shanpun",54000,95000
8680679406628,"mayka turkiya",90000,100000
8680679418935,"mayka turk",75000,90000
4780045420242,"sunnat tursiy",7500,14000
8802188001044,"kareya machalka",14000,18000
8802188000146,"kareya machalka",14000,18000
2007900306278,"sopli machalka",35000,45000
8001090781888,"lenor granula",60000,68000
8001090782113,"lenor granula",60000,68000
4780018911043,"jitki mila 1l",12000,18000
4780018911067,"jitki mila 1l",12000,18000
4630037510843,"mila gras",22000,28000
4607072198824,"mila gras",22000,28000
4650067527819,"mila gras",22000,28000
5900627027433,"vanish ",26500,34000
8682539004920,"vanish ",26500,34000
4601313011989,"dektayarni j/m",11200,18000
6972049993824,"aloy skrab",8000,10000
5907582900276,"BELLE JARDIN KREM  zaytun",15500,18000
6975797879105,"detiski nabor ",43000,48000
2007900905303,"perchatka ",17000,21000
6525048388650,"mazolni plast",4500,8000
4602435000806,"leko plast",2500,4000
8690570549249,mark,44000,52000
4670113612382,skaleks,19500,27000
4780027840822,"EKOTAB 1kg",100000,115000
4780065720308,"niso obif",7500,12000
8691206060114,"stil krem kraska",9500,14000
4780140572068,"nano shanpun",93000,98000
4630037513684,"nano aktivni ximya bez kantak 200letir suvga 200g ",85000,110000
4650067520766,"nano aktivni ximya bez kantak 200letir suvga 200g ",85000,110000
4607072191269,"nano aktivni ximya bez kantak 200letir suvga 200g ",85000,110000
4650067521862,"nano aktivni ximya bez kantak 200letir suvga 200g ",85000,110000
4780124019107,"mila polob",35000,43000
4780124010555,"afto shanpun",37000,43000
4780124010470,"blu afto astivijetel",18000,25000
4780124010685,palerol,22000,28000
4780124010654,palerol,22000,28000
4780124010463,ASTIVIJETEL,18000,25000
4780052352543,"ruber balon",18500,24000
4780076531054,"blesk chernitel shin",28000,35000
6970822190118,"prena salon",18000,25000
8681701007448,"marfos osiyon ",98000,120000
4670042904893,dutybox,53000,58000
8690570531114,"kalgon tabletka 15dona",42000,45000
8682539004760,"kalgon parashok",28000,37000
8002910063320,"kalgon gel",44000,52000
6953937166612,plastinka,11000,14000
6926313588537,plastinka,11000,14000
6971764156484,"DOKTOR RASHEL detiski shanpun",43000,47000
6973224087062,"vigr deplyator",80000,120000
4780024520895,"afto gupka",6000,8000
4602984016600,"sanifor anti nalyot",29000,34000
8720633013308,"sif anti naliot",26000,32000
4607017946350,sanittol,25000,32000
6976303080169,"xaladenik achistitel",24000,30000
4823002002690,"mr moscle",28000,34000
4602984004492,"sanita krem",26000,32000
4602984004348,"sanita krem antijir",26000,32000
8697713821170,"peros gel ",14500,20000
3014260316648,"jelet lezva",3500,5000
6945123139661,"tirnoq nabor",11000,14000
1061056304411,"24 karat krem",17000,24000
8904250601043,"elason dog krem",16000,20000
3800021151234,"axramem krem",25000,35000
3800021151227,"axramem krem oqartiruvchi",25000,35000
4780028201608,"lalaku ",26600,33000
7640245620866,jusi,42000,50000
7640245620873,"jusi detiski",42000,50000
4690302738389,zima,20000,25000
4690302203702,"feberlik fito krem nachinoy",18000,23000
4690302733117,"feberlik fito krem dinivnoy",18000,23000
4690302120344,"tovon krem feberlik",11000,18000
4690302779405,"tovon krem feberlik",11000,18000
4690302733216," feberlik antipersipranat",18000,25000
8681655400036,"probnik atr",20000,35000
5904726460467,"feberlik gel dush",17000,25000
5904726460450,"feberlik gel dush",17000,25000
4690302591991,"feberlik qol k",15000,20000
4690302763220,"feberlik qol k",15000,20000
4006000008431,"NEVEA  qol krem",18000,25000
4006000029795,"NEVEA  qol krem",18000,25000
3600542561419,"garner  qol krem",40000,50000
4006000008400,"NEVEA  qol krem",18000,25000
4605319015552,"fot kare",28000,45000
4605319001500,depp,27000,38000
4610117621577,"super piyatki",25000,35000
4603784468705,"likato enzimni pudra",85000,100000
6958741969121,"ten 24",23000,35000
6969856785728,"ten 10",16000,25000
6975115203766,"ten 6",8000,16000
6975620233005,"pudra prafesanal",14000,35000
6935800945838,sunisa,15000,35000
3700971300969,"kaberat tush",8000,35000
6972049993794,"aloy gel",18000,25000
6970779606625,"yaqina padvodka",6000,16000
8809280062362,"kalagen tanalka",38000,45000
8690604109012,"qalam kontir",16000,25000
6942349745966,"guruch nabor",58000,75000
8690570520866,vanosh,58000,68000
6291107458335,"no 2 atir",110000,165000
6291108526774,"aksent ",115000,165000
4690302099565,"feberlik intim",22000,30000
8809085109569,"ss ultra",280000,300000
6956845435450,"sm gupka",6500,12000
8696814056788,"gabini fiksator",17000,25000
4780142600103,"baliq jo'tka",3250,6000
6971354565009,"24 mate",16000,23000
4780119280031,"Aqua Magic",47000,53000
4600936181628,"Alisa krem rassiya",10500,15000
6935193270050,"Manikur set kusachka nabor",45000,60000
4605370019896,"Prezident sensitiv",40000,80000
4605370019926,"Prezident vayt",45000,82000
6933495863871,"TEn 9",14000,22000
4605370021011,"Prezident kalsi",45000,80000
5413149375598,"Mif 9 kg",170000,195000
4605370019902,"Prezident  ugol",45000,82000
8004395111756,"Marvis sensitiv",135000,165000
6933495810493,"TEN 28",23000,36000
8004395111725,"Marvis Aquatik mint",160000,185000
4015100185232,"palet qora",18500,25000
4015100185157,"palet ",18500,25000
4015100185119,"palet ",18500,25000
4015100185133,"palet ",18500,25000
4015100185096,"palet ",18500,25000
4015100185164,"palet ",18500,25000
6931848072499,"gel dush",30000,40000
5060315050072,"bear bodiy",60000,120000
5060315050119,"bear bodiy",60000,120000
5060315050096,"bear bodiy",60000,120000
5060315052052,"bear bodiy",30000,55000
8809624726400,"kareya krem",30000,120000
8809525249565,"kareya krem",30000,120000
8809576261592,"madakaskar spf",45000,155000
8964018021414,"intim oqartiruvchi",30000,55000
8692641047593,"xaker 300g",13500,18000
8680186372195,"sansiro atir",90000,120000
5060315054759,"bear bodiy sprey",30000,45000
5907582902997,"ATIRGUL deplator",20000,25000
5907582901075,"deplyator kich",13000,16000
4670017929401," deplator mentol",23000,28000
5907582901068,"DEPLATOr kich",13000,16000
8809755463403,"kareya spf 50",35000,45000
8809755463410,"kareya spf 50",35000,45000
8809755463397,"kareya spf 50",35000,45000
8699313000047,"viaksi masaj gel",85000,95000
6902540752361,"MIZA RULER",13000,25000
8806438012316,"kareya dray",45000,68000
8806438016116,"kareya dray",45000,68000
8809233718568,"guruch pudra",39000,45000
7350061291019,"dray dray",120000,140000
047400690387,"jelet dezodrant",100000,120000
5054563041968,"SEnsaden ",38000,43000
8690637530920,"YUmosh sipre",35000,43000
3444114410428,"fbt dazmol",26000,45000
6973224089479,"vigr mashinka",90000,125000
6973224089370,"vigr mashinka",85000,125000
6954125472317,"selekon qozon",30000,47000
6936097101228,"shef pirsipka",5000,8000
6936097102324,"shef yog",10500,16000
6936097102331,"shef yog",6000,13000
6932621103171,"avurora zamish",23000,40000
6945497808446,"vakum paket",12500,20000
6988898015204,"parda chivinga",10000,18000
6946982712361,"rulon aboy",12500,18000
3600542614528,"Fruktis olma",50065,57000
3600542427449,"Fruktis sos",50065,57000
3600541993112,"GArner ro'lik mujiskoy",28900,35000
3600542216593,"Garner jeniski ro'lik",28900,35000
3600541488076,"garner murskoy  ro'lik",28900,35000
6933495812022,"ten 9",15000,20000
6969856719532,"ten 12",15000,20000
6933495832945,"ten kitob",19000,28000
6933495821574,"ten kitob",19000,28000
6933495875164,"ten kitob",19000,28000
6950865404960,"ten 2",10000,14000
4780014702751,"FOX///// SOVUN",7600,10000
4780014702973,"FOX///// SOVUN",7600,10000
4780014702768,"FOX///// SOVUN",7600,10000
8681933108012,LORI,28000,38000
4902806007855,"BARA DEZODRANT ",13500,16000
8699009420739,"BEK DEZODRANT",18000,20000
8699009420722,"BEK DEZODRANT",18000,20000
8699009420746,"BEK DEZODRANT",18000,20000
8699009420760,"BEK DEZODRANT",18000,20000
6971764157986,"ESTELIN KREM",38000,60000
6971764157955,"ESTELIN KREM",38000,60000
6971764157979,"ESTELIN KREM",38800,60000
3700971300624,"KABARET TUSH",10000,35000
8699009420708,BEK,18000,20000
3800502318187,"LAZURDEK DEZADRANT",20000,30000
3800502318194,"LAZURDEK DEZADRANT",20000,30000
3800502318163,"LAZURDEK DEZADRANT",20000,30000
3800502318156,"LAZURDEK DEZADRANT",20000,30000
8714100835159,"REXINA KLINIKAL",50000,60000
8683130075340,"KLER TURKIYA",31500,35000
8683130098929,"KLER TURKIYA",31500,35000
8683130075265,"KLER TURKIYA",31500,35000
8683130075357,"KLER TURKIYA",19000,24000
8683130075319,"KLER TURKIYA",19000,24000
8683130075333,"KLER TURKIYA",19000,24000
8801046877395,"KAREYA XOME SHANPUN 400G",58500,62000
8801046877388,"KAREYA XOME SHANPUN 400G",58500,62000
8690572775745,"SIYOOS SHANPUN35000",35000,38000
5904726460290,"FEBERLIK SHANPUN",25000,30000
4690302596590,"FEBERLIK SHANPUN",25000,30000
4690302571085,"ANTIPERSIPRANAT CHOY",21000,25000
4605370000160,"temurova maz",10186,14000
8906002053575,"dermazol 50g",42195,48000
8906002053568,"dermazol 100g",62000,68000
8906002053551,"dermazol 8g",4500,5000
4605370019001,"temurova shanpun",26675,40000
4605370027822,"Temurova shanpun gel dush",30900,45000
8720633014244,"KLER RASIYA ALOY",30500,40000
6975372316193,"TOVON APARAT",75000,90000
6973224088120,"TOVON APARAT VIGR",75000,100000
8410269053051,"ZAYTUN YOGI TURK",25000,30000
8809480655913,"AMA TANALKA",63000,80000
8800275530262,"OLIVE TANALKA",48000,66000
4902430851800,"PANTEN 750G",55000,75000
6973359141264,"LOVE SOVUN PARFUM",12000,20000
6973359141271,"LOVE SOVUN PARFUM",12000,20000
6973359142926,"LOVE SOVUN PARFUM",12000,20000
6973359142919,"LOVE SOVUN PARFUM",12000,20000
8801046988077,"LOVE SOVUN PARFUM",15500,18000
8801046321737,"LOVE SOVUN PARFUM",15500,18000
8801046869710,"LOVE SOVUN PARFUM",15500,18000
8801046869697,"LOVE SOVUN PARFUM",15500,18000
8801046321720,"LOVE SOVUN PARFUM",15500,18000
6984521330577,"KITOB TEN",70000,85000
6984521331482,"KITOB TEN",70000,85000
8809576261677,SIVRITKA,102000,125000
8809576260663,SIVRITKA,102000,125000
8809576261172,SIVRITKA,102000,125000
8683931213071,"BO'DIY LASYO'N",45000,65000
6972049999505,"CHARKOL MASK",13000,20000
6971764151540,"DOKTIOR RASHEL SIVRITKA",38800,48000
6971764151489,"DOKTIOR RASHEL SIVRITKA",38800,48000
6971764155890,"ESTELIN KREM VAGRUG GLAZ",27700,45000
8699313000566,"VIYAKSI GEL",135000,165000
6907465142129,DISK,38000,60000
6930126738133,SREPLER,16000,20000
6930126738126,SREPLER,12000,15000
6294008340495,"ACHOQ TOSH",33000,42000
6926313530222,"HAKER SHPTIST",8000,14000
4780023322568,LOKIN,14000,20000
3600542467674,"GARNER SUV",42750,48000
9662786526047,"test uchun",1000,2000
3600542367776,"GARNER TONIK",32000,42000
3600540042927,"GARNER TONIK",32000,42000
3600542575072,"GARNER CHISTAYA KOJA",77000,90000
3600540565365,"GARNER MASKA",69000,90000
3600542084406,"GARNER MASKA UGL",69000,90000
4607051794023,BAZELIN,5000,6000
4607051794009,BAZELIN,5000,6000
4607051794047,BAZELIN,5000,6000
5054563082169,"DILKOR ANTIPERSIPRANAT",60000,80000
8809809800215,"TONER KAREYA AVAKADO",60000,70000
6971764155784,"DOKTR RASHEL SOCH KUKUN",25000,38000
8906002053544,"dermazol 8g",4500,5000
6925714004561,"ILON KREM",3500,5000
8680887025864,CHOKO,28000,38000
4607005320469,"ASETON RUS",6000,8000
4780016781051,"ASETON UZB",2500,4000
8851932355261,"SUN SILK TURKIYA",50600,65000
8851932355254,"SUN SILK TURKIYA",50600,65000
8851932355230,"SUN SILK TURKIYA",50600,65000
8851932355247,"SUN SILK TURKIYA",50600,65000
4780023327020,"ANFIYORA DEPLYATOR",16150,20000
4780023327068,"EKLER  TOVON KREM",10670,14000
8683130078846,"REXONA ",23000,30000
8683130078792,"REXONA ",23000,30000
8683130078808,"REXONA ",23000,30000
8683130078785,"REXONA ",23000,30000
8683130078815,"REXONA ",23000,30000
8886467026195,"DAV DEZADRANT",30000,38000
8718114216324,"DAV DEZADRANT",30000,38000
8886467026188,"DAV DEZADRANT",30000,38000
8711600533806,"DAV DEZADRANT",30000,38000
8717163997345,"DAV DEZADRANT",30000,38000
8717163004869,"DAV DEZADRANT",30000,38000
8717163676721,"DAV DEZADRANT",30000,38000
8717163997383,"DAV DEZADRANT",30000,38000
4712826232928,"FLUR RASSIYA",48000,55000
4600905005276,"BOS KAROPKALI",22000,27000
4780024630266,"ROSHA 900G",10000,12000
4015100804904,"sioss shanpun",42000,46000
4015100803600,"schauma shampun",28532,35000
4015100803662,"shauma shaftoli",25938,32000
4015100803587,"shauma olma",25938,32000
4015100812657,"Glis balzam",25597,32000
4015100812695,"Shauma balzam",25597,32000
4015100812718,"Shauma balzam",25957,32000
4680038240287,"Glina Anti-Age",22000,28000
4987176282927,"Jillet 5",90000,120000
4987176077776,"jillet mashtri 3",28000,56000
8700216388306,"jillete5 donasi ",29000,33000
6926919503958,"Heel blam ",11000,22000
8801046428542,"Kerasys Man 2B1",55000,75000
9005800352992,"NEVEYA Men Anti Grease ",48000,65000
9005800328058,"NEVEYA Men Storng Power",48000,65000
8001841054940,"XEAD SHOLDERS",36500,40000
8690058236005,YETISH,20000,25000
1565983530528,"NOTRTH FORMEN",20000,25000
8690587001754,SLAZENGER,30000,40000
8690587001051,SLAZENGER,30000,40000
8690587001150,SLAZENGER,30000,40000
4607014950510,"KRASNAYA LINIYA",19750,35000
4650212705499,"KRASNAYA LINIYA",19750,35000
4607014950503,"KRASNAYA LINIYA",19750,35000
4640030849055,"KRASNAYA LINIYA",19750,35000
4640030843497,"KRASNAYA LINIYA",19750,35000
4640030843480,"KRASNAYA LINIYA",19750,35000
4650212702153,"KRASNAYA LINIYA",19750,35000
4712826232898,"FLUR PUDRA",48000,55000
4712826220017,"FLUR RASIBNO'Y ",60000,65000
6942560645793,"GREAM KO'KRAK KOTA QLUCHI",30000,65000
8691167519973,"DINAMID TURKIYA",22000,30000
8691167519980,"DINAMID TURKIYA",22000,30000
8681982212289,MASKOW//,260000,280000
8697446210234,"THEMRA EPIMEDUMLU MAJUN",75000,90000
8681644068148,"ERKEXIN MAJUN BUQA",55000,110000
6970480290144,"CHOL KREM",16000,25000
8683130032589,"DAV SHANPUN",31000,38000
8683130032558,"DAV BALZAM",31000,38000
6971764151977,"DR RASHEL VITAMIN C MAKYASH QATRUCHI",32000,46000
6971764151465,"DR RASHEL PENKA VC",32000,35000
6971764151588,"DR RASHEL PENKA KALLAGEN",32000,35000
226293994,"DR RASHEL HYALURONIC ACID",32000,35000
6971764155005,"DR RASHEL UMIVALKA CHARKO'L",29000,35000
8806358531218,"TONI MONI PENKA",40500,47000
5903416030409,"EVELEN TANALKA",58000,63000
6977501430015,"FUMELIN MAKYASH",9000,25000
1764732137135,"AQUVA MAGIC",46000,50000
2271543505729,"MAX HOLD PRLES",67000,114000
4897066843124,"ANTI-WRINKLE CREAM ",25000,33000
4897066842295,"ANTI-CREAM ESSENCE",25000,33000
4897066841236,"ECZEMA CREAM ",25000,30000
4897066843674,"LICE REPELLENT SHAMPO ",30000,45000
7451787506392,"DOG KREM",38000,74000
4015100805727,"TAFT GEL",38000,45000
4600697193090,SIVRITKA,28000,35000
5430001881448,"SOFT GEL",75600,90000
5430001881417,"SOFT GEL",75600,90000
5430001881424,"SOFT GEL",75600,90000
4780076631747,"YAPRPQ PIYATEN SPREY",27000,34000
4780076631112,"YAPROQ PALEROL DLYA MEBEL",27000,32000
4260704012891,"D.R AKTIV ANTIJIR KAZAN",17000,30000
5054563014375,"KAREGA 40G",68000,75000
5054563038296,"karega ",68000,75000
6971346267614,"AL TAXARA",20000,30000
6971346267607,"AL TAXARA",20000,30000
6971346265993,"AL TAXARA",20000,30000
8719497183609,"DENEM GEL DUSH",25000,42000
5907776001666,"JASALI ATR",70000,85000
8690506494575,"DURU GEL DUSH ",32500,35000
6972049999635,"ALOY  PENKA",10000,17000
4734675100241,UXACHISKA,2000,4000
4780080520600,"VLAJNI BEBIY",7500,10000
4780038500142,"EKO DRAY",33000,40000
4780141720840,"DOKTOR  FRESH",15500,18000
.6971764157771,"DR RASHEL ROOL-DEODORANT",17310,35000
6971764158143,"DR RASHEL SPF 50 STIK",26600,45000
6971764158150,"DR RASHEL SPF 50 STIK",26600,45000
6971764152127,"DR RASHEL ALOY GEL",34700,45000
6971764156743,"DR RASHEL INTIM GEL",36000,48000
6971764151250,"DR RASHEL SPF 75",22400,30000
4780021893176,"RAYYAN MASLA",17000,26000
6928001837996,"SPREY 50 SPF",30000,40000
4800888222756,"DAV STIK JENSKI",26000,30000
6976576162081,"FERAMON BODIY KREM",39000,65000
4607072197537,"GLOS VANNA",22500,25000
5413149352858,"MIF AFTAMAT",40000,48000
6928119801056,"TUZ BAZA",9000,15000
3600524196608,"ELSEV GILIRON ",35500,38000
3600523968596,"ELSEV  SHJANOUN",36500,38000
4601313018964,"KAPLYA RUS",8500,10000
6953937103501,"RAPTOR SUV",5600,8000
6971337240077,"SONI TOK",5000,6000
6971337240084,"SONI TOK",5000,6000
9000101415773,"PERSIL GEL 1.9L",87423,100000
4690302649456,"FEBERLIK EKESPERT",27000,38000
4690302684563,"FEBERLIK ANTIPERSIPRANAT",25000,40000
6976289192207,"KITOB TEN",70000,90000
8032603320171,"XOLIDEY VOSK",93000,110000
4780073350023,"XOLIDEY VOSK UZB",70000,85000
8856565656877,"GURUDA BALSHOY",75000,120000
4607014956642,"KPACNAY LINIY GIL DILYA DUSH",14000,30000
4607014959377,"bamucm krem deplyator ",17000,30000
8809809804800,"50 spf farm stay",38000,48000
8809809805128,"50 spf farm stay",38000,48000
3614273347839,"BO'DIY krem",75000,105000
8011003993826,"BO'DIY krem",75000,105000
3700550418139,"BO'DIY krem",75000,105000
3390889745503,"BO'DIY krem",75000,105000
7640168935573,"bio met shotka",22553,28000
7640168937157,"bio met shotka",19383,25000
4603014001856,"splat blrk fut",59300,65000
4607152949148,"aparat astevejetel",23340,36000
4620029245662,"aparat astevejetel",23340,36000
4620029245686,"aparat astevejetel",23340,36000
4620029240742,"aparat astevejetel",23340,36000
4607152948523,"aparat astevejetel",23340,36000
4620029245594,"astevejetel rus",11670,16000
4780028200915,"lalaku ",10500,12000
8964000798577,"isriq eron",8000,10000
6928001836180,"charkol skrab",35000,50000
5907776002007,"chia atr",65000,85000
5059018413611,"samer atr",38000,55000
5907776002694,"ARTIK BLE ATR 100G",60000,80000
5907776002908,"INDILA ATR",80000,90000
8001841131269,"ARINEF GEL",122000,133000
4670113617936,"MY MUSE SHANPUN BALZAM SOS",50000,70000
6930446832924,"MY WAY SPREY",12500,18000
6930446832900,"MISS DIOR SPREY",12500,18000
6970517034697,"ANOR PARFUM SOVUN",20000,30000
6970517034673,"SHAFTOL PARFUM SOVUN",20000,30000
6978822039536,"EMELI 50SPF PUDRA",19500,30000
6971764157016,"DOKTOR RASHEL MASKA VAYTING",24320,45000
6971764157078,"DOKTOR RASHEL MASKA VAYTING VS",24320,45000
6923257711311,"DOKTOR RASHEL SRERECH MARK KREM",24320,45000
4690302633875,"FEBERLIK XOME",24000,35000
4607953917148,"KANPILIMENT TERMA ZASHITA",38000,45000
8717644144626,"KLER RUS",31000,38000
6281006605183,KLER,30000,38000
3600523586356,"ELSEV SHANPUN",35500,38000
4780141190902,"EKLER BALZAM",21120,30000
4780141190797,"EKLER SHANPUN",25920,35000
4780141190865,"EKLER SHANPUN",25920,35000
4780141190766,"EKLER SHANPUN",25920,35000
4780141190858,"EKLER SHANPUN",25920,35000
6988021630410,"SHEGLAM PUDRA",18000,25000
5900516320317,"BELLA TANPUN",22000,26000
4605319012452,"yuz deplator",5000,18000
4987176280565,"guard kaseta",14000,18000
6936346244089,"nabor feramon",100000,125000
6936346244027,"nabor feramon",100000,125000
4780064040315,"davo goz yogi",3800,10000
4780127300301,"zaytun yogi",4000,8000
4780085510033,"chesnok yogi",4000,8000
6976504689239,"avakado nabor",80000,125000
773602285556,"MAC PILING",12000,20000
5413149462014,"AREL 9K",210000,225000
5410076454693,"TAYD 9K",205000,220000
035000141255,"SPRING COVUN",7000,16000
4607034472351,"P.O.C.S ZUB PASTA",67000,85000
4607034477042,"P.O.C.S ZUB PASTA",67000,85000
4607034470906,"P.O.C.S ZUB PASTA",67000,85000
6922954804371,PRIRATIV,2600,6000
8809447251363,"147  KREM",35000,145000
8809447251394,"345 KREM",35000,175000
6970517034680,"ANOR SOVUN",20000,30000
4780069410328,"DELFIN GEL 3L",45000,50000
4780065130541,"SKIF GEL",45000,50000
4780142550248,"BELILA GEL 3L",43000,55000
4833021440434,"YUMSA GEL 3L",30000,60000
6260105003908,"PIRIMUM GEL",93000,108000
4780142550231,"BELILA GEL 2.2L",30000,43000
2450158003626,"SM 3 TALIK",2200,3000
4780038690263,"BORNAYA KISLATA",1200,3000
6985231440587,"LEMON DORI",4500,8000
8904023007157,"tiruchupt  XNA",4000,5000
8904023007171,"tiruchupt  XNA",4000,5000
8904023007164,"tiruchupt  XNA",4000,5000
8901023019890,"EXPORT XNA",8000,13000
8901023019913,"EXPORT XNA",8000,13000
4780138740042,"BAVI TESTER",6600,8000
6954647823369,"KUYAGA QARSHI TABLETKA",3500,6000
6974184075014,"ZUBACHISKA IPLIK",4000,7000
4780021892889,"RAYYON DETISKI SHANPUN ",9500,14000
4780083780018,"GALAKTIKA MUSIR PAKET",5000,8000
4780048312421,"TALA CHISTOL",4500,7000
5060315054766,"BEAR BODIY SPREY",30000,45000
8684215170769,COCOMIDOR,85000,95000
4780015870251,"BIOLAYF OT TRESHNN",2000,3000
4780016780856,"KK DETISKI KREM",1300,2000
4601313018575,"BESNA QOL KREM",8000,15000
4610171642730,"DR.AKTIV ANTIJIR",19177,25000
4610171642747,"DR.AKTIV ANTINALYOT",25947,32000
4260704010651,"LAM KANDIDSANER",27500,38000
4260704010729,"LAM KANDIDSANER ",27500,38000
6977092090674,"anor krem",14000,20000
3600542572828,"GARINER KREM",67800,75000
3600542456661,"GARINER KREM",48000,65000
3600542232012,"GARINER KREM",48000,65000
3600542570596,"GARINER KREM",55000,75000
3600542402361,"GARINER KREM",57100,65000
4606682004990,"ANOR ASTIVIJITL",34000,45000
8684707400008,"ZAYNE ASTIVIJITL",30000,45000
8681701005413,"OSSION KERATIN",70000,80000
6975748320441,"SIR SOVUN",14000,18000
6975276192503,"GURUCH SOVUN",8000,18000
6932511232998,"SOCHGA SOVUN QORA",14000,25000
8809083651060,"ANTISEPTIK SOVUN OYOQ TERLASHGA",14000,20000
6974723271174,"GURUCH SOVUN BIOAQUA",9000,14000
6956135913309,"KASMETIKA SOVUN SETKALI",8000,18000
6931978139918,"LADU SEXU SPREY",28000,45000
6931978139987,"VIP SEXU SPREY",28000,45000
8851932443210,"BODIY VAZELINE",45000,75000
8851932443227,"BODIY VAZELINE",75000,100000
8851932443234,"BODIY VAZELINE",75000,100000
8681820201895,"KOLAGEN KAPSULA",165000,250000
6200001253402,"MALEKULA 090",235000,300000
6200001253677,"AKVA KISS",235000,300000
6200001253900,IMAGINE,220000,280000
8684730091167,"GANIMED SEWAVEREK",255000,300000
6903072470655,MASKA,2500,5000
6903072470631,MASKA,2500,5000
4690302785192,"AROMA ATR",38000,50000
4690302336721,"AROMA ATR",38000,50000
4690302426682,"AROMA ATR",38000,50000
4690302785161,"AROMA ATR",38000,50000
5904726460344,"8 ELEMENT",30000,38000
6291108329115,"MIDORE ATR",105000,200000
4607034476823,R.O.C.S,67000,80000
4607034472962,R.O.C.S,67000,80000
4607034476328,R.O.C.S,67000,80000
6294015150742,"SPORT AL XOME",100000,165000
3348901368247,SUAVE,170000,350000
6903072477074,MASKA,2500,5000
6903072477111,MASKA,2500,5000
6903072477104,MASKA,2500,5000
6903072477098,MASKA,2500,5000
6903072477081,MASKA,2500,5000
6903072477067,MASKA,2500,5000
6903072477135,MASKA,2500,5000
4780060140965,"UKSUS SALFETKA",17000,24000
4780027840891,"EKO TAB GEL 3L",67000,105000
6942820889257,"KANSILER ",14000,25000
6924820888904,"KANSILER ",14000,25000
4605966018173,"SIOSS SHANPUN",65000,85000
4605966019408,"SIOSS SHANPUN",65000,85000
8901248302173,BORO+TALK,32000,45000
4780028220548,"doktor soch yogi",23000,32000
4670113615161,"CRISPI KANDIDSANER",22500,38000
4604049095476,"AOS 900",25000,30000
4604049100446,"AOS 650G",19000,25000
4670113615673,GELGROSS,85000,100000
5907582903956,"BEBI DREM DETISKI SHANPUN",19500,28000
5907582903970,"BEBI DREM DETISKI SHANPUN",19500,28000
8001090999153,"OLSPAYS GEL",42000,50000
5000174917710,"OLSPAYS GEL",42000,50000
6262825815212,"AKTIVE DETISKI SHANPUN",18000,28000
6262825815168,"AKTIVE DETISKI SHANPUN",18000,28000
6262825815236,"AKTIVE DETISKI SHANPUN",16000,28000
6262825803905,"AKTIVE DETISKI SHANPUN",18000,32000
4690494024840,"MINOXOL DETISKI SHANPUN",29000,38000
2007930392128,"KOXINIK SOCHIQ",18000,25000
2007930392227,"KOXINIK SOCHIQ",11000,18000
4752171015098,"SOLNAYA LUNA DETISKI SHANPUN",20000,32000
4670204602605,"UMKA DETIKI SHANPUN",40000,50000
4670033925401,"JITKI MILA DETISKI",26000,35000
4627087923037,"UMKA MASLA",58000,68000
4670033925319,"BALZAM GEL ",30000,40000
4670033920949,"UMKA PIRSIPKA",38000,48000
6987963957630,"GILOS GUPKA",7600,14000
8690506094126,"ARKO MEN DLYA BRITVA",12610,16000
